time,D_u,D_v,D_w,D_q,D_r,desired_u,u,desired_theta,theta,desired_psi,psi,u_error,theta_error,psi_error,tau_{u},tau_{q},tau_{r}
0.1,4.003013535057585,2.45954148194105,2.2553115533120027,3.0527900485472843,3.8191158182790064,1.0,0.47273853224206647,-0.3490658503988659,0.0,-2.0943951023931953,0.0,0.5272614677579335,-0.3490658503988659,-2.0943951023931953,99.99946355819702,-49.996063113212585,-49.999985098838806
0.2,2.291377751857854,1.5053162933701136,1.6366850731786524,1.7796214895181186,2.0101961797655847,1.0,0.9146367181528516,-0.3490658503988659,-0.022677909693075024,-2.0943951023931953,-0.03395652152982339,0.08536328184714836,-0.32638794070579086,-2.060438580863372,99.99913573265076,-49.99780058860779,-49.999991059303284
0.30000000000000004,0.5478082221929943,0.5343411825095378,1.0059874492751524,0.4940596463469994,0.17601432368681746,1.0,0.939604977009412,-0.3490658503988659,-0.04325022169108602,-2.0943951023931953,-0.09530787618859943,0.060395022990587965,-0.3058156287077799,-1.9990872262045958,17.63855516910553,-50.0,-49.99999701976776
0.4,-1.2032846890266233,-0.44335915661096903,0.36733581523313913,-0.7886072485165448,-1.6560322870743955,1.0,0.9702400653250525,-0.3490658503988659,-0.06435676045727749,-2.0943951023931953,-0.1762526207818731,0.02975993467494753,-0.2847090899415884,-1.9181424816113222,21.94611430168152,-50.0,-49.99999701976776
0.5,-2.9373115693133705,-1.4176870856107704,-0.2750935425392082,-2.053190161302235,-3.4586191223267866,1.0,0.9779646349427368,-0.3490658503988659,-0.08491929262092904,-2.0943951023931953,-0.2695338399139866,0.022035365057263223,-0.26414655777793683,-1.8248612624792087,19.698849320411682,-49.99999701976776,-49.99998211860657
0.6,-4.6299113970067225,-2.378586169861147,-0.9170946878034711,-3.2848037549537286,-5.204962810121808,1.0,0.9862737818153284,-0.3490658503988659,-0.10535659073021897,-2.0943951023931953,-0.3703172747282565,0.013726218184671568,-0.24370925966864693,-1.7240778276649387,21.97670489549637,-50.0,-49.999985098838806
0.7,-6.257356071530725,-3.3161547129673514,-1.5544617557288252,-4.469066148349288,-6.86927895516653,1.0,0.9875447789475251,-0.3490658503988659,-0.12549400248990072,-2.0943951023931953,-0.47585188160099806,0.012455221052474874,-0.22357184790896517,-1.6185432207921973,22.358356416225433,-50.0,-49.99891817569733
0.7999999999999999,-7.796944473568146,-4.22075731506839,-2.183018673368765,-5.592291038052805,-8.427221014259299,1.0,0.9973045777757761,-0.3490658503988659,-0.1453848418842783,-2.0943951023931953,-0.5847748530121892,0.00269542222422392,-0.2036810085145876,-1.509620249381006,25.875967741012573,-50.0,-49.99928176403046
0.8999999999999999,-9.227378679668513,-5.083133118765025,-2.798648660394182,-6.641669400503072,-9.85629206864777,1.0,1.0092321933181971,-0.3490658503988659,-0.16499031881689866,-2.0943951023931953,-0.696411369282242,-0.009232193318197135,-0.18407553158196724,-1.3979837331109533,28.02167534828186,-50.0,-49.99382495880127
0.9999999999999999,-10.52911529100597,-5.894499449558558,-3.397323292824935,-7.605438151338627,-11.13622186914076,1.0,1.016860150852652,-0.3490658503988659,-0.18430127789692896,-2.0943951023931953,-0.8103951174534194,-0.016860150852652023,-0.16476457250193693,-1.2839999849397759,28.68068516254425,-50.0,-49.999964237213135
1.0999999999999999,-11.684685313273718,-6.6466496168813585,-3.9751309158676045,-8.473033337116044,-12.249302214983624,1.0,1.0264139482927286,-0.3490658503988659,-0.2032928771513743,-2.0943951023931953,-0.9264743488150046,-0.026413948292728584,-0.14577297324749158,-1.1679207535781906,30.458950996398926,-50.0,-49.999797344207764
1.2,-12.678976634374251,-7.332043716343889,-4.528304196946954,-9.235225669935259,-13.180674547953162,1.0,1.0244902593214342,-0.3490658503988659,-0.2219406155128784,-2.0943951023931953,-1.0444442753369034,-0.024490259321434227,-0.1271252348859875,-1.0499508270562918,29.154402017593384,-49.999985098838806,-49.99981224536896
1.3,-13.499473876175275,-7.943891362733941,-5.05324661657392,-9.884236483788184,-13.918564582127475,1.0,1.001613672612891,-0.3490658503988659,-0.24021605673858398,-2.0943951023931953,-1.1641129867839513,-0.0016136726128910261,-0.10884979366028191,-0.930282115609244,25.34298598766327,-49.99871253967285,-49.99942481517792
1.4000000000000001,-14.136451231156382,-8.476225385420047,-5.546557702772645,-10.413832488632883,-14.454459828233032,1.0,0.9958465005722485,-0.3490658503988659,-0.2580870355993088,-2.0943951023931953,-1.2852891036956962,0.00415349942775145,-0.0909788147995571,-0.8091059986974991,29.22111749649048,-49.99239444732666,-49.93171989917755
1.5000000000000002,-14.58311481706681,-8.92396563180193,-6.005056824330701,-10.819398019651569,-14.783226988269941,1.0,0.986564731742139,-0.3490658503988659,-0.2755165215669655,-2.0943951023931953,-1.4077556237536415,0.01343526825786101,-0.0735493288319004,-0.6866394786395538,28.69020402431488,-49.90600049495697,-49.94284510612488
1.6000000000000003,-14.835692073700393,-9.282972148835485,-6.4258053690661034,-11.097983819886672,-14.903167368619734,1.0,0.9713004728856169,-0.3490658503988659,-0.29243384941679806,-2.0943951023931953,-1.5313651350194768,0.02869952711438306,-0.05663200098206783,-0.5630299673737185,27.412357926368713,-49.77445900440216,-49.82694387435913
1.7000000000000004,-14.893466765081914,-9.550087145825472,-6.806127145537854,-11.24833174917675,-14.816009664320099,1.0,0.9730160459044701,-0.3490658503988659,-0.30879270574449635,-2.0943951023931953,-1.6557956470693451,0.026983954095529894,-0.04027314465436954,-0.43859945532385014,30.831724405288696,-48.95660877227783,-48.94845485687256
1.8000000000000005,-14.758759216261137,-9.723165281904183,-7.143626860068916,-11.27087517553023,-14.52684067933371,1.0,0.9724264212046385,-0.3490658503988659,-0.32422857656116366,-2.0943951023931953,-1.780219273667073,0.027573578795361486,-0.024837273837702234,-0.31417582872612226,30.149227380752563,-34.98775362968445,-18.456976115703583
1.9000000000000006,-14.436852484494612,-9.801091967089402,-7.436206535498174,-11.167715171148703,-14.043975743044554,1.0,0.9744620247596132,-0.3490658503988659,-0.33243458430656914,-2.0943951023931953,-1.8812087593280729,0.025537975240386812,-0.01663126609229676,-0.2131863430651224,29.950839281082153,-41.53502583503723,-1.9607078284025192
2.0000000000000004,-13.935866217758802,-9.783789514668362,-7.682079753619149,-10.942572998573086,-13.378771737910077,1.0,0.9795526672418277,-0.3490658503988659,-0.34395709286952936,-2.0943951023931953,-1.9596659559813654,0.020447332758172343,-0.005108757529336538,-0.13472914641182987,29.51837182044983,-22.578027844429016,34.73244309425354
2.1000000000000005,-13.266580967577433,-9.672211132975022,-7.879783619678261,-10.600719727256104,-12.545386744119552,1.0,0.9402896722007884,-0.3490658503988659,-0.3456366145395723,-2.0943951023931953,-1.9977806324174274,0.05971032779921159,-0.003429235859293611,-0.09661446997576784,18.582645058631897,-44.29142773151398,-10.554569214582443
2.2000000000000006,-12.442216677221518,-9.468322894492477,-8.028188364468287,-10.148884161782727,-11.560491312590614,1.0,0.9654552430136643,-0.3490658503988659,-0.35684377018205643,-2.0943951023931953,-2.044724977456743,0.034544756986335745,0.0077779197831905345,-0.049670124936452176,30.924811959266663,35.02756357192993,37.72381544113159
2.3000000000000007,-11.478169940918056,-9.175073967708217,-8.126504517331432,-9.595140584711938,-10.442937277841363,1.0,0.9464256969030322,-0.3490658503988659,-0.3330509258245406,-2.0943951023931953,-2.059809788338791,0.05357430309696776,-0.016014924574325295,-0.034585314054404126,20.38872390985489,-49.99995529651642,-3.9686474949121475
2.400000000000001,-10.391715406970786,-8.796355540402779,-8.174287601644876,-8.948778114651853,-9.21339079960941,1.0,1.0080755377479524,-0.3490658503988659,-0.34425808146702475,-2.0943951023931953,-2.0829491984390875,-0.008075537747952444,-0.00480776893184115,-0.011445903954107717,36.94678544998169,-30.318915843963623,17.49453693628311
2.500000000000001,-9.201677361940604,-8.336949000247758,-8.17144032295967,-8.220153749145595,-7.8939369615508905,1.0,0.9484788418639413,-0.3490658503988659,-0.3486935269677879,-2.0943951023931953,-2.095065020061191,0.05152115813605873,-0.00037232343107801436,0.0006699176679956231,10.431867092847824,-24.07454252243042,1.2832248583436012
2.600000000000001,-7.928078070969912,-7.802464067999277,-8.118212238759384,-7.4205313981341465,-6.507663744835401,1.0,1.0217826009091588,-0.3490658503988659,-0.34932136488194704,-2.0943951023931953,-2.110182441376427,-0.021782600909158845,0.0002555144830811429,0.015787338983231702,37.04318404197693,-47.383299469947815,30.178150534629822
2.700000000000001,-6.591769850391484,-7.199267698575812,-8.015196917653888,-6.561909413594506,-5.0782335249854444,1.0,0.9594764372277108,-0.3490658503988659,-0.3600840598880984,-2.0943951023931953,-2.104009606076173,0.04052356277228919,0.011018209489232489,0.00961450368297756,7.67030268907547,32.02505111694336,-10.227558761835098
2.800000000000001,-5.214058105289628,-6.534404674412455,-7.863326614582485,-5.65683928142273,-3.629450406224833,1.0,0.9826677880630698,-0.3490658503988659,-0.33584675489424975,-2.0943951023931953,-2.1113276058356067,0.017332211936930242,-0.01321909550461614,0.016932503442411484,23.227623105049133,-49.97880160808563,20.801062881946564
2.9000000000000012,-3.81632267211819,-5.815510912341093,-7.6638645071260525,-4.71823826036436,-2.184831706641776,1.0,1.007932862061869,-0.3490658503988659,-0.3466094499004011,-2.0943951023931953,-2.10425667493109,-0.00793286206186905,-0.0024564004984647947,0.00986157253789477,23.29452782869339,-27.530837059020996,2.5691425427794456
3.0000000000000013,-2.419644763433077,-5.0507205886772395,-7.418394556178887,-3.7591988280701507,-0.7671917408184661,1.0,0.978806438177764,-0.3490658503988659,-0.3475766152842129,-2.0943951023931953,-2.098520217398249,0.021193561822235973,-0.001489235114652987,0.004125115005053637,10.394483804702759,-34.307944774627686,-3.9136137813329697
3.1000000000000014,-1.0444466200685154,-4.248568256197299,-7.128809071869735,-2.7927978251440395,0.6017542811929905,1.0,1.0108709559067592,-0.3490658503988659,-0.350414003955337,-2.0943951023931953,-2.0979744967597633,-0.010870955906759239,0.00134815355647111,0.003579394366568067,21.835237741470337,-29.18086051940918,-1.6765881329774857
3.2000000000000015,0.2898493593833753,-3.417887180455839,-6.79729408261392,-1.8319081740227967,1.9017589007012217,1.0,0.9817570008723089,-0.3490658503988659,-0.35054173013248013,-2.0943951023931953,-2.0987187753975234,0.018242999127691117,0.0014758797336142382,0.004323673004328121,7.698003202676773,-25.148266553878784,1.6383588314056396
3.3000000000000016,1.5651357131726367,-2.567705160813046,-6.426312621396323,-0.8890159910623074,3.1143768884979486,1.0,1.0104952145175874,-0.3490658503988659,-0.34768199714534465,-2.0943951023931953,-2.0968059856015238,-0.010495214517587392,-0.00138385325352125,0.002410883208328496,18.501734733581543,-32.07673728466034,-3.124292753636837
3.4000000000000017,2.764903532662392,-1.7071391232190605,-6.0185860587052264,0.023954191621250676,4.223259591575283,1.0,0.9954586960104397,-0.3490658503988659,-0.34719238142923375,-2.0943951023931953,-2.09545488236099,0.004541303989560319,-0.0018734689696321416,0.0010597799677949382,8.313445746898651,-27.636170387268066,-0.5991762969642878
3.5000000000000018,3.874489605628211,-0.845289777049412,-5.577073625844859,0.8958035214378262,5.214404049679201,1.0,1.0045464835987266,-0.3490658503988659,-0.3446179927926739,-2.0943951023931953,-2.0917032183448607,-0.004546483598726558,-0.004447857606191985,-0.0026918840483345363,12.171216309070587,-30.609872937202454,-3.22381891310215
3.600000000000002,4.881282895564336,0.008862382866820062,-5.1049502855419995,1.7162098472485399,6.076352740440577,1.0,0.9993622752588324,-0.3490658503988659,-0.3427329440546416,-2.0943951023931953,-2.08723848365458,0.0006377247411676334,-0.006332906344224287,-0.0071566187386151725,8.228715509176254,-34.275877475738525,-6.8037644028663635
3.700000000000002,5.774887047794214,0.8465584751937201,-4.605583118731055,2.4758634962469293,6.800340842536432,1.0,1.0140314992324142,-0.3490658503988659,-0.34243081503793693,-2.0943951023931953,-2.0843017076410484,-0.014031499232414202,-0.006635035360928965,-0.010093394752146878,11.597393453121185,-36.145949363708496,-5.403521284461021
3.800000000000002,6.5472365539861155,1.659358821191626,-4.08250640706317,3.166585885518634,7.380388988550507,1.0,0.9937569174392412,-0.3490658503988659,-0.3430223024913334,-2.0943951023931953,-2.0808931160920476,0.006243082560758784,-0.006043547907532476,-0.013501986301147628,3.459552302956581,-39.97214734554291,-10.88431179523468
3.900000000000002,7.1926651861069955,2.4392355712220435,-3.5393955999598443,3.7814293279199402,7.81334059032463,1.0,1.0283313325497132,-0.3490658503988659,-0.3453161231582604,-2.0943951023931953,-2.080862311974229,-0.028331332549713206,-0.003749727240605516,-0.013532790418966378,14.45043534040451,-30.60559332370758,-4.963517934083939
4.000000000000002,7.707926307864271,3.178659288166175,-2.9800403628517635,4.314756695825748,8.098843936607715,1.0,0.9743841948558134,-0.3490658503988659,-0.3430434895497374,-2.0943951023931953,-2.078556946685947,0.0256158051441866,-0.006022360849128494,-0.015838155707248447,-4.8152245581150055,-41.270506381988525,-18.87798309326172
4.100000000000001,8.092165665003728,3.870678492709921,-2.4083169095529398,4.762299929313619,8.239280362774448,1.0,1.0446885046073275,-0.3490658503988659,-0.3447646123658404,-2.0943951023931953,-2.08496254988838,-0.04468850460732754,-0.004301238033025512,-0.009432552504815117,21.0077166557312,-45.97218632698059,-4.904548823833466
4.200000000000001,8.346848224400558,4.508991272870005,-1.8281598264734864,5.121196712300661,8.239640852909208,1.0,0.9752204609458858,-0.3490658503988659,-0.34933688933907686,-2.0943951023931953,-2.0873652115682155,0.02477953905411423,0.00027103894021096586,-0.007029890824979734,-8.454680442810059,-19.397270679473877,-7.697203755378723
4.300000000000001,8.475641555329002,5.0880081681944445,-1.2435335995390864,5.390004985659882,8.10735443425523,1.0,1.0353742979747516,-0.3490658503988659,-0.341179163816916,-2.0943951023931953,-2.0885768898896084,-0.035374297974751556,-0.007886686581949909,-0.005818212503586828,18.35799068212509,-44.89379525184631,-2.357145957648754
4.4,8.484259105376584,5.602905656292261,-0.6584040562405735,5.568695314921552,7.852072642995369,1.0,0.974429571656533,-0.3490658503988659,-0.34352948105681014,-2.0943951023931953,-2.0847865314795366,0.02557042834346701,-0.005536369342055758,-0.009608570913658632,-6.973940879106522,-37.49311566352844,-17.87019819021225
4.5,8.380267500465239,6.04966969414644,-0.07670993517528268,5.658621476293642,7.485415160501615,1.0,1.0365774679024982,-0.3490658503988659,-0.3437682230669695,-2.0943951023931953,-2.0892237865046495,-0.03657746790249816,-0.005297627331896371,-0.005171315888545802,18.923018872737885,-42.559948563575745,-2.9565202072262764
4.6,8.172862677549173,6.425128897366941,0.4976652062326698,5.6624699629537805,7.02068242473718,1.0,0.9751004305594376,-0.3490658503988659,-0.3459516697963721,-2.0943951023931953,-2.089000902865267,0.024899569440562375,-0.003114180602493799,-0.005394199527928301,-6.7349642515182495,-24.83900487422943,-10.274745523929596
4.699999999999999,7.8726202262145994,6.726977075406691,1.06092053841641,5.584189438560469,6.472541599130922,1.0,1.0272991128795133,-0.3490658503988659,-0.3398929218548328,-2.0943951023931953,-2.0909488746882823,-0.027299112879513254,-0.009172928544033121,-0.0034462277049129852,17.245925962924957,-47.6343959569931,-0.4656341392546892
4.799999999999999,7.4912257605714085,6.9537849780092325,1.609364758174788,5.428901471620504,5.856692720483419,1.0,0.9823145299946009,-0.3490658503988659,-0.3436305681378228,-2.0943951023931953,-2.0874870953107356,0.017685470005399107,-0.005435282261043117,-0.006908007082459644,-2.663501910865307,-24.883107841014862,-12.223739922046661
4.899999999999999,7.0411914572135,7.10500124598004,2.1394419427879936,5.202794167962692,5.189522140819188,1.0,1.02538182690928,-0.3490658503988659,-0.3380545986167194,-2.0943951023931953,-2.0892390279719364,-0.025381826909280036,-0.011011251782146514,-0.005156074421258872,16.229543089866638,-46.71448767185211,-0.9815322235226631
4.999999999999998,6.535565073259253,7.180942695976971,2.647756271357961,4.9130005747196,4.487750521211193,1.0,0.9836049232437021,-0.3490658503988659,-0.34164769625363156,-2.0943951023931953,-2.0870314328658486,0.01639507675629792,-0.007418154145234335,-0.0073636695273466835,-1.0417369194328785,-28.101861476898193,-8.826792240142822
5.099999999999998,5.987637798204551,7.182774202630566,3.1310954342345925,4.56746395398154,3.7680826273077486,1.0,1.0144597849679826,-0.3490658503988659,-0.3379288307911027,-2.0943951023931953,-2.088190955094318,-0.014459784967982614,-0.011137019607763199,-0.006204147298877416,14.623762667179108,-42.870473861694336,-1.8003908917307854
5.1999999999999975,5.410657195213656,7.112478570215555,3.5864525619658636,4.174792214247894,3.0468660186099434,1.0,0.989457165649983,-0.3490658503988659,-0.3402065436873288,-2.0943951023931953,-2.087225449221599,0.010542834350017016,-0.008859306711537118,-0.007169653171596124,3.544364497065544,-34.49140191078186,-4.099210724234581
5.299999999999997,4.817551255229776,6.972816908659763,4.011046517035451,3.744103940118264,2.3397654216213137,1.0,1.0074168846569234,-0.3490658503988659,-0.33975730485380107,-2.0943951023931953,-2.0868350669664903,-0.0074168846569233615,-0.009308545545064828,-0.007560035426704914,13.063536584377289,-27.37206220626831,-3.986135870218277
5.399999999999997,4.220669227511961,6.767280143349925,4.402340404631206,3.2848685731120395,1.661459138936942,1.0,0.98360325918597,-0.3490658503988659,-0.3354928104515326,-2.0943951023931953,-2.0874169600119368,0.016396740814029975,-0.013573039947333276,-0.00697814238125849,4.886305704712868,-41.909947991371155,-5.422418192028999
5.4999999999999964,3.6315444122414307,6.500032393546663,4.758058172718766,2.8067433674976408,1.025363283051545,1.0,1.0067752201987141,-0.3490658503988659,-0.33793288830355367,-2.0943951023931953,-2.090424341859326,-0.006775220198714127,-0.011132962095312227,-0.003970760533869466,15.274424850940704,-34.98344421386719,-0.36760251969099045
5.599999999999996,3.0606835165531594,6.175847048957616,5.076199186665401,2.319409773641621,0.44338894855750105,1.0,0.9863323777427342,-0.3490658503988659,-0.3384980493737286,-2.0943951023931953,-2.0919638225391086,0.01366762225726581,-0.010567801025137269,-0.002431279854086643,6.754148751497269,-32.96443223953247,0.802104827016592
5.699999999999996,2.51738649883913,5.800036456994564,5.355050679452541,1.8324118874243163,-0.07426333490490147,1.0,0.9990489525247263,-0.3490658503988659,-0.3379088004541751,-2.0943951023931953,-2.0918358337594665,0.0009510474752737474,-0.0111570499446908,-0.002559268633728795,14.146867394447327,-31.276923418045044,-0.6100078113377094
5.799999999999995,2.0096000734501582,5.378376203477583,5.593197995006665,1.354999548167998,-0.5192683766185449,1.0,0.984168332728447,-0.3490658503988659,-0.33648552683118416,-2.0943951023931953,-2.0919028913571047,0.01583166727155305,-0.01258032356768174,-0.0024922110360905414,8.864841610193253,-35.256004333496094,-0.19988096319139004
5.899999999999995,1.5438072365490187,4.91702502624419,5.789532559238987,0.895978570415155,-0.8852977431841341,1.0,0.9961702069117867,-0.3490658503988659,-0.33708626641573725,-2.0943951023931953,-2.092188853981741,0.0038297930882132958,-0.01197958398312865,-0.002206248411454226,14.910513162612915,-35.6628954410553,-1.0396047495305538
5.999999999999995,1.124954322534832,4.422441443658584,5.943257530880963,0.46357045856135093,-1.1680961884850194,1.0,0.9882426616158783,-0.3490658503988659,-0.33854583857711684,-2.0943951023931953,-2.0936161484891294,0.01175733838412174,-0.010520011821749053,-0.0007789539040659044,11.201636493206024,-27.46172547340393,2.152186818420887
6.099999999999994,0.7564162285809566,3.9012982079713385,6.053891101999483,0.06528378019415215,-1.3655124312497793,1.0,0.9864474064052422,-0.3490658503988659,-0.33637881806613584,-2.0943951023931953,-2.09372092217228,0.0135525935947578,-0.012687032332730053,-0.0006741802209151437,12.770317494869232,-42.10440516471863,1.1268224567174911
6.199999999999994,0.4399995721010419,3.360395706628996,6.121267436034154,-0.29220083299628596,-1.4774845836193877,1.0,0.9915571653755635,-0.3490658503988659,-0.3407619885565031,-2.0943951023931953,-2.0937218177457027,0.008442834624436513,-0.008303861842362814,-0.0006732846474926113,14.51229453086853,-27.262860536575317,0.0410513166571036
6.299999999999994,0.1759826919121923,2.8065754329487715,6.145535249181208,-0.6031303251710742,-1.5059814795564868,1.0,0.987987172444749,-0.3490658503988659,-0.3392709643683636,-2.0943951023931953,-2.0946168285220126,0.012012827555251016,-0.00979488603050227,0.00022172612881732334,13.028421998023987,-27.34943926334381,0.6347478833049536
6.399999999999993,-0.03680941256253023,2.2466346312279155,6.127154058814576,-0.8627620292238696,-1.4549020556926595,1.0,0.9877081108472283,-0.3490658503988659,-0.33686042779989184,-2.0943951023931953,-2.095825437348004,0.012291889152771684,-0.012205422598974058,0.0014303349548088207,13.898491859436035,-44.43184435367584,3.2606877386569977
6.499999999999993,-0.20089787059786168,1.6872431907157852,6.066888140248434,-1.067428470209093,-1.3299357807131913,1.0,0.9911754621358408,-0.3490658503988659,-0.34274267308838724,-2.0943951023931953,-2.0952229670191547,0.008824537864159154,-0.006323177310478656,0.0008278646259594069,14.802619814872742,-27.094411849975586,-1.5176612883806229
6.5999999999999925,-0.32001381336187773,1.1348638184925801,5.965798250370965,-1.2145832796922633,-1.1383878955729159,1.0,0.9888777801843386,-0.3490658503988659,-0.34163012095651274,-2.0943951023931953,-2.096808269801643,0.011122219815661416,-0.007435729442353156,0.0024131674084477694,13.792525231838226,-27.219927310943604,2.4222787469625473
6.699999999999992,-0.39893728844256326,0.5956764639044201,5.825231193385617,-1.3028276563667065,-0.8889739005440505,1.0,0.9877985259355354,-0.3490658503988659,-0.3394326814446978,-2.0943951023931953,-2.0969954264866324,0.01220147406446459,-0.009633168954168103,0.002600324093437134,14.097805321216583,-29.23152446746826,1.8815867602825165
6.799999999999992,-0.4433156757646106,0.07550789769936317,5.646807319955811,-1.3319171303028798,-0.5915882933233299,1.0,0.9908826813933589,-0.3490658503988659,-0.33811448105310704,-2.0943951023931953,-2.096285698764894,0.009117318606641112,-0.010951369345758855,0.0018905963716986385,15.027454495429993,-31.692728400230408,1.2471051886677742
6.8999999999999915,-0.4594664578553749,-0.42023273155308116,5.432406066341127,-1.3027487120202474,-0.257053014616901,1.0,0.9885334466721448,-0.3490658503988659,-0.3382340276934784,-2.0943951023931953,-2.0951576214722776,0.011466553327855178,-0.010831822705387517,0.0007625190790823133,13.90281766653061,-31.69100284576416,-0.47318716533482075
6.999999999999991,-0.45416947288678466,-0.8866116316029752,5.184149654521146,-1.2173288279414924,0.1031486141390685,1.0,0.9910651756383112,-0.3490658503988659,-0.33866907239243144,-2.0943951023931953,-2.09481214754822,0.008934824361688798,-0.01039677800643446,0.00041704515502472006,14.918728172779083,-30.66049814224243,-1.9500134512782097
7.099999999999991,-0.43445393197923776,-1.3192207580433835,4.9043850877202955,-1.0787227555283603,0.4771464771135303,1.0,0.987742970943591,-0.3490658503988659,-0.33862643022179373,-2.0943951023931953,-2.0960074932447355,0.012257029056409019,-0.010439420177072167,0.0016123908515401908,13.667814433574677,-29.601430892944336,-0.73636663146317
7.19999999999999,-0.407385510751622,-1.7142203361506607,4.595664588072288,-0.8909865694956087,0.8529607228813476,1.0,0.9923013734522422,-0.3490658503988659,-0.3378949741162382,-2.0943951023931953,-2.0972353428590003,0.00769862654775777,-0.011170876282627695,0.0028402404658049996,15.307646989822388,-40.90295433998108,1.7445633187890053
